variable	Diss	SITE	Habitats	Sim	Site
DU_SedW	0.956	DU	Sed-Water	0.044	DU2
DU_SedW	0.956	DU	Sed-Water	0.044	DU2
DU_SedW	0.956	DU	Sed-Water	0.044	DU2
DU_SedW	0.957	DU	Sed-Water	0.043	DU2
DU_SedW	0.957	DU	Sed-Water	0.043	DU2
DU_SedW	0.957	DU	Sed-Water	0.043	DU2
DU_SedW	0.957	DU	Sed-Water	0.043	DU2
DU_SedW	0.957	DU	Sed-Water	0.043	DU2
DU_SedW	0.957	DU	Sed-Water	0.043	DU2
DU_SedW	0.958	DU	Sed-Water	0.042	DU2
DU_SedW	0.958	DU	Sed-Water	0.042	DU2
DU_SedW	0.958	DU	Sed-Water	0.042	DU2
DU_SedW	0.958	DU	Sed-Water	0.042	DU2
DU_SedW	0.958	DU	Sed-Water	0.042	DU2
DU_SedW	0.958	DU	Sed-Water	0.042	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.959	DU	Sed-Water	0.041	DU2
DU_SedW	0.96	DU	Sed-Water	0.04	DU2
DU_SedW	0.96	DU	Sed-Water	0.04	DU2
DU_SedW	0.96	DU	Sed-Water	0.04	DU2
DU_SedW	0.96	DU	Sed-Water	0.04	DU2
DU_SedW	0.96	DU	Sed-Water	0.04	DU2
DU_SedW	0.961	DU	Sed-Water	0.039	DU2
DU_SedW	0.961	DU	Sed-Water	0.039	DU2
DU_SedW	0.961	DU	Sed-Water	0.039	DU2
DU_SedW	0.962	DU	Sed-Water	0.038	DU2
DU_SedW	0.962	DU	Sed-Water	0.038	DU2
DU_SedW	0.962	DU	Sed-Water	0.038	DU2
DU_SedW	0.963	DU	Sed-Water	0.037	DU2
DU_SedW	0.963	DU	Sed-Water	0.037	DU2
DU_SedW	0.963	DU	Sed-Water	0.037	DU2
DU_SedW	0.963	DU	Sed-Water	0.037	DU2
DU_SedW	0.963	DU	Sed-Water	0.037	DU2
DU_SedW	0.964	DU	Sed-Water	0.036	DU2
DU_SedW	0.964	DU	Sed-Water	0.036	DU2
DU_SedW	0.965	DU	Sed-Water	0.035	DU2
DU_SedW	0.965	DU	Sed-Water	0.035	DU2
DU_SedW	0.965	DU	Sed-Water	0.035	DU2
DU_SedW	0.966	DU	Sed-Water	0.034	DU2
DU_SedW	0.967	DU	Sed-Water	0.033	DU2
DU_SedW	0.967	DU	Sed-Water	0.033	DU2
DU_SedW	0.968	DU	Sed-Water	0.032	DU2
DU_SedW	0.968	DU	Sed-Water	0.032	DU2
DU_SedW	0.968	DU	Sed-Water	0.032	DU2
DU_SedW	0.968	DU	Sed-Water	0.032	DU2
DU_SedW	0.968	DU	Sed-Water	0.032	DU2
DU_SedW	0.969	DU	Sed-Water	0.031	DU2
DU_SedW	0.969	DU	Sed-Water	0.031	DU2
DU_SedW	0.969	DU	Sed-Water	0.031	DU2
DU_SedW	0.969	DU	Sed-Water	0.031	DU2
DU_SedW	0.969	DU	Sed-Water	0.031	DU2
DU_SedW	0.969	DU	Sed-Water	0.031	DU2
DU_SedW	0.969	DU	Sed-Water	0.031	DU2
DU_SedW	0.971	DU	Sed-Water	0.029	DU2
DU_SedW	0.971	DU	Sed-Water	0.029	DU2
DU_SedW	0.971	DU	Sed-Water	0.029	DU2
DU_SedW	0.971	DU	Sed-Water	0.029	DU2
DU_SedW	0.972	DU	Sed-Water	0.028	DU2
DU_SedW	0.972	DU	Sed-Water	0.028	DU2
DU_SedW	0.972	DU	Sed-Water	0.028	DU2
DU_SG	0.218	DU	Stom-Gills	0.782	DU1
DU_SG	0.252	DU	Stom-Gills	0.748	DU1
DU_SG	0.275	DU	Stom-Gills	0.725	DU1
DU_SG	0.441	DU	Stom-Gills	0.559	DU1
DU_SG	0.463	DU	Stom-Gills	0.537	DU1
DU_SG	0.473	DU	Stom-Gills	0.527	DU1
DU_SG	0.49	DU	Stom-Gills	0.51	DU1
DU_SG	0.568	DU	Stom-Gills	0.432	DU1
DU_SG	0.575	DU	Stom-Gills	0.425	DU1
DU_SG	0.576	DU	Stom-Gills	0.424	DU1
DU_SG	0.582	DU	Stom-Gills	0.418	DU1
DU_SG	0.587	DU	Stom-Gills	0.413	DU1
DU_SG	0.596	DU	Stom-Gills	0.404	DU1
DU_SG	0.599	DU	Stom-Gills	0.401	DU1
DU_SG	0.609	DU	Stom-Gills	0.391	DU1
DU_SG	0.622	DU	Stom-Gills	0.378	DU1
DU_SG	0.63	DU	Stom-Gills	0.37	DU1
DU_SG	0.632	DU	Stom-Gills	0.368	DU1
DU_SG	0.634	DU	Stom-Gills	0.366	DU1
DU_SG	0.645	DU	Stom-Gills	0.355	DU1
DU_SG	0.646	DU	Stom-Gills	0.354	DU1
DU_SG	0.661	DU	Stom-Gills	0.339	DU1
DU_SG	0.661	DU	Stom-Gills	0.339	DU1
DU_SG	0.664	DU	Stom-Gills	0.336	DU1
DU_SG	0.669	DU	Stom-Gills	0.331	DU1
DU_SG	0.5055	DU	Stom-Gills	0.4945	DU1
DU_SG	0.5055	DU	Stom-Gills	0.4945	DU1
DU_SG	0.51	DU	Stom-Gills	0.49	DU1
DU_SG	0.522	DU	Stom-Gills	0.478	DU1
DU_SG	0.52275	DU	Stom-Gills	0.47725	DU1
DU_SG	0.528	DU	Stom-Gills	0.472	DU1
DU_SG	0.53025	DU	Stom-Gills	0.46975	DU1
DU_SG	0.53025	DU	Stom-Gills	0.46975	DU1
DU_SG	0.53325	DU	Stom-Gills	0.46675	DU1
DU_SG	0.534	DU	Stom-Gills	0.466	DU1
DU_SG	0.534	DU	Stom-Gills	0.466	DU1
DU_SG	0.534	DU	Stom-Gills	0.466	DU1
DU_SG	0.5415	DU	Stom-Gills	0.4585	DU1
DU_SG	0.54225	DU	Stom-Gills	0.45775	DU1
DU_SG	0.54225	DU	Stom-Gills	0.45775	DU1
DU_SG	0.54675	DU	Stom-Gills	0.45325	DU1
DU_SG	0.54675	DU	Stom-Gills	0.45325	DU1
DU_SG	0.54675	DU	Stom-Gills	0.45325	DU1
DU_SG	0.54825	DU	Stom-Gills	0.45175	DU1
DU_SG	0.54825	DU	Stom-Gills	0.45175	DU1
DU_SG	0.5535	DU	Stom-Gills	0.4465	DU1
DU_SG	0.561	DU	Stom-Gills	0.439	DU1
DU_SG	0.564	DU	Stom-Gills	0.436	DU1
DU_SG	0.567	DU	Stom-Gills	0.433	DU1
DU_SG	0.57225	DU	Stom-Gills	0.42775	DU1
DU_SG	0.5745	DU	Stom-Gills	0.4255	DU1
DU_SG	0.576	DU	Stom-Gills	0.424	DU1
DU_SG	0.57675	DU	Stom-Gills	0.42325	DU1
DU_SG	0.579	DU	Stom-Gills	0.421	DU1
DU_SG	0.579	DU	Stom-Gills	0.421	DU1
DU_SG	0.579	DU	Stom-Gills	0.421	DU1
DU_SG	0.579	DU	Stom-Gills	0.421	DU1
DU_SG	0.58125	DU	Stom-Gills	0.41875	DU1
DU_SG	0.58125	DU	Stom-Gills	0.41875	DU1
DU_SG	0.58125	DU	Stom-Gills	0.41875	DU1
DU_SG	0.58275	DU	Stom-Gills	0.41725	DU1
DU_SG	0.58425	DU	Stom-Gills	0.41575	DU1
DU_SG	0.588	DU	Stom-Gills	0.412	DU1
DU_SG	0.588	DU	Stom-Gills	0.412	DU1
DU_SG	0.5895	DU	Stom-Gills	0.4105	DU1
DU_SG	0.5895	DU	Stom-Gills	0.4105	DU1
DU_SG	0.59025	DU	Stom-Gills	0.40975	DU1
DU_SG	0.5925	DU	Stom-Gills	0.4075	DU1
DU_SG	0.5925	DU	Stom-Gills	0.4075	DU1
DU_SG	0.59325	DU	Stom-Gills	0.40675	DU1
DU_SG	0.594	DU	Stom-Gills	0.406	DU1
DU_SG	0.5955	DU	Stom-Gills	0.4045	DU1
DU_SG	0.597	DU	Stom-Gills	0.403	DU1
DU_SG	0.597	DU	Stom-Gills	0.403	DU1
DU_SG	0.6	DU	Stom-Gills	0.4	DU1
DU_SG	0.60075	DU	Stom-Gills	0.39925	DU1
DU_SG	0.6015	DU	Stom-Gills	0.3985	DU1
DU_SG	0.6015	DU	Stom-Gills	0.3985	DU1
DU_SG	0.6015	DU	Stom-Gills	0.3985	DU1
DU_SG	0.603	DU	Stom-Gills	0.397	DU1
DU_SG	0.6045	DU	Stom-Gills	0.3955	DU1
DU_SG	0.6045	DU	Stom-Gills	0.3955	DU1
DU_SG	0.60525	DU	Stom-Gills	0.39475	DU1
DU_SG	0.606	DU	Stom-Gills	0.394	DU1
DU_SG	0.6075	DU	Stom-Gills	0.3925	DU2
DU_SG	0.60825	DU	Stom-Gills	0.39175	DU2
DU_SG	0.609	DU	Stom-Gills	0.391	DU2
DU_SG	0.60975	DU	Stom-Gills	0.39025	DU2
DU_SG	0.6105	DU	Stom-Gills	0.3895	DU2
DU_SG	0.6105	DU	Stom-Gills	0.3895	DU2
DU_SG	0.6105	DU	Stom-Gills	0.3895	DU2
DU_SG	0.612	DU	Stom-Gills	0.388	DU2
DU_SG	0.6135	DU	Stom-Gills	0.3865	DU2
DU_SG	0.61575	DU	Stom-Gills	0.38425	DU2
DU_SG	0.61725	DU	Stom-Gills	0.38275	DU2
DU_SG	0.618	DU	Stom-Gills	0.382	DU2
DU_SG	0.6195	DU	Stom-Gills	0.3805	DU2
DU_SG	0.6195	DU	Stom-Gills	0.3805	DU2
DU_SG	0.621	DU	Stom-Gills	0.379	DU2
DU_SG	0.621	DU	Stom-Gills	0.379	DU2
DU_SG	0.6225	DU	Stom-Gills	0.3775	DU2
DU_SG	0.6225	DU	Stom-Gills	0.3775	DU2
DU_SG	0.6225	DU	Stom-Gills	0.3775	DU2
DU_SG	0.624	DU	Stom-Gills	0.376	DU2
DU_SG	0.62625	DU	Stom-Gills	0.37375	DU2
DU_SG	0.62625	DU	Stom-Gills	0.37375	DU2
DU_SG	0.6285	DU	Stom-Gills	0.3715	DU2
DU_SG	0.6285	DU	Stom-Gills	0.3715	DU2
DU_SG	0.6285	DU	Stom-Gills	0.3715	DU2
DU_SG	0.62925	DU	Stom-Gills	0.37075	DU2
DU_SG	0.62925	DU	Stom-Gills	0.37075	DU2
DU_SG	0.62925	DU	Stom-Gills	0.37075	DU2
DU_SG	0.62925	DU	Stom-Gills	0.37075	DU2
DU_SG	0.63	DU	Stom-Gills	0.37	DU2
DU_SG	0.6315	DU	Stom-Gills	0.3685	DU2
DU_SG	0.6315	DU	Stom-Gills	0.3685	DU2
DU_SG	0.63225	DU	Stom-Gills	0.36775	DU2
DU_SG	0.633	DU	Stom-Gills	0.367	DU2
DU_SG	0.63375	DU	Stom-Gills	0.36625	DU2
DU_SG	0.636	DU	Stom-Gills	0.364	DU2
DU_SG	0.636	DU	Stom-Gills	0.364	DU2
DU_SG	0.63675	DU	Stom-Gills	0.36325	DU2
DU_SG	0.6375	DU	Stom-Gills	0.3625	DU2
DU_SG	0.6375	DU	Stom-Gills	0.3625	DU2
DU_SG	0.6375	DU	Stom-Gills	0.3625	DU2
DU_SG	0.63825	DU	Stom-Gills	0.36175	DU2
DU_SG	0.63825	DU	Stom-Gills	0.36175	DU2
DU_SG	0.63975	DU	Stom-Gills	0.36025	DU2
DU_SG	0.6405	DU	Stom-Gills	0.3595	DU2
DU_SG	0.6405	DU	Stom-Gills	0.3595	DU2
DU_SG	0.6405	DU	Stom-Gills	0.3595	DU2
DU_SG	0.64125	DU	Stom-Gills	0.35875	DU2
DU_SG	0.64125	DU	Stom-Gills	0.35875	DU2
DU_SG	0.642	DU	Stom-Gills	0.358	DU2
DU_SG	0.642	DU	Stom-Gills	0.358	DU2
DU_SG	0.64275	DU	Stom-Gills	0.35725	DU2
DU_SG	0.64275	DU	Stom-Gills	0.35725	DU2
DU_SG	0.64425	DU	Stom-Gills	0.35575	DU2
DU_SG	0.645	DU	Stom-Gills	0.355	DU2
DU_SG	0.64575	DU	Stom-Gills	0.35425	DU2
DU_SG	0.6465	DU	Stom-Gills	0.3535	DU2
DU_SG	0.6465	DU	Stom-Gills	0.3535	DU2
DU_SG	0.648	DU	Stom-Gills	0.352	DU2
DU_SG	0.648	DU	Stom-Gills	0.352	DU2
DU_SG	0.648	DU	Stom-Gills	0.352	DU2
DU_SG	0.64875	DU	Stom-Gills	0.35125	DU2
DU_SG	0.6495	DU	Stom-Gills	0.3505	DU2
DU_SG	0.65025	DU	Stom-Gills	0.34975	DU2
DU_SG	0.65025	DU	Stom-Gills	0.34975	DU2
DU_SG	0.651	DU	Stom-Gills	0.349	DU2
DU_SG	0.651	DU	Stom-Gills	0.349	DU2
DU_SG	0.65175	DU	Stom-Gills	0.34825	DU2
DU_SG	0.6525	DU	Stom-Gills	0.3475	DU2
DU_SG	0.6525	DU	Stom-Gills	0.3475	DU2
DU_SG	0.65325	DU	Stom-Gills	0.34675	DU2
DU_SG	0.65325	DU	Stom-Gills	0.34675	DU2
DU_SG	0.654	DU	Stom-Gills	0.346	DU2
DU_SG	0.6555	DU	Stom-Gills	0.3445	DU2
DU_SG	0.65625	DU	Stom-Gills	0.34375	DU2
DU_SG	0.657	DU	Stom-Gills	0.343	DU2
DU_SG	0.65775	DU	Stom-Gills	0.34225	DU2
DU_SG	0.65775	DU	Stom-Gills	0.34225	DU2
DU_SG	0.6585	DU	Stom-Gills	0.3415	DU2
DU_SG	0.65925	DU	Stom-Gills	0.34075	DU2
DU_SG	0.66	DU	Stom-Gills	0.34	DU2
DU_SG	0.66	DU	Stom-Gills	0.34	DU2
DU_SG	0.66075	DU	Stom-Gills	0.33925	DU2
DU_SG	0.66075	DU	Stom-Gills	0.33925	DU2
DU_SG	0.6615	DU	Stom-Gills	0.3385	DU2
DU_SG	0.663	DU	Stom-Gills	0.337	DU2
DU_SG	0.663	DU	Stom-Gills	0.337	DU2
DU_SG	0.6645	DU	Stom-Gills	0.3355	DU2
DU_SG	0.6645	DU	Stom-Gills	0.3355	DU2
DU_SG	0.6645	DU	Stom-Gills	0.3355	DU2
DU_SG	0.66525	DU	Stom-Gills	0.33475	DU2
DU_SG	0.66525	DU	Stom-Gills	0.33475	DU2
DU_SG	0.666	DU	Stom-Gills	0.334	DU2
DU_SG	0.66675	DU	Stom-Gills	0.33325	DU2
DU_SG	0.66675	DU	Stom-Gills	0.33325	DU2
DU_SG	0.6675	DU	Stom-Gills	0.3325	DU2
DU_SG	0.6675	DU	Stom-Gills	0.3325	DU2
DU_SG	0.6675	DU	Stom-Gills	0.3325	DU2
DU_SG	0.669	DU	Stom-Gills	0.331	DU2
DU_SG	0.66975	DU	Stom-Gills	0.33025	DU2
DU_SG	0.66975	DU	Stom-Gills	0.33025	DU2
DU_SG	0.6705	DU	Stom-Gills	0.3295	DU2
DU_SG	0.6705	DU	Stom-Gills	0.3295	DU2
DU_SG	0.6705	DU	Stom-Gills	0.3295	DU2
DU_SG	0.67125	DU	Stom-Gills	0.32875	DU2
DU_SG	0.67125	DU	Stom-Gills	0.32875	DU2
DU_SG	0.672	DU	Stom-Gills	0.328	DU1
DU_SG	0.672	DU	Stom-Gills	0.328	DU1
DU_SG	0.672	DU	Stom-Gills	0.328	DU1
DU_SG	0.67425	DU	Stom-Gills	0.32575	DU1
DU_SG	0.67425	DU	Stom-Gills	0.32575	DU1
DU_SG	0.675	DU	Stom-Gills	0.325	DU1
DU_SG	0.675	DU	Stom-Gills	0.325	DU1
DU_SG	0.675	DU	Stom-Gills	0.325	DU1
DU_SG	0.675	DU	Stom-Gills	0.325	DU1
DU_SG	0.67725	DU	Stom-Gills	0.32275	DU1
DU_SG	0.678	DU	Stom-Gills	0.322	DU1
DU_SG	0.678	DU	Stom-Gills	0.322	DU1
DU_SG	0.678	DU	Stom-Gills	0.322	DU1
DU_SG	0.6795	DU	Stom-Gills	0.3205	DU1
DU_SG	0.6795	DU	Stom-Gills	0.3205	DU1
DU_SG	0.6795	DU	Stom-Gills	0.3205	DU1
DU_SG	0.68025	DU	Stom-Gills	0.31975	DU1
DU_SG	0.68025	DU	Stom-Gills	0.31975	DU1
DU_SG	0.681	DU	Stom-Gills	0.319	DU1
DU_SG	0.68175	DU	Stom-Gills	0.31825	DU1
DU_SG	0.6825	DU	Stom-Gills	0.3175	DU1
DU_SG	0.68325	DU	Stom-Gills	0.31675	DU1
DU_SG	0.684	DU	Stom-Gills	0.316	DU1
DU_SG	0.68475	DU	Stom-Gills	0.31525	DU1
DU_SG	0.68475	DU	Stom-Gills	0.31525	DU1
DU_SG	0.6855	DU	Stom-Gills	0.3145	DU1
DU_SG	0.68625	DU	Stom-Gills	0.31375	DU1
DU_SG	0.68625	DU	Stom-Gills	0.31375	DU1
DU_SG	0.687	DU	Stom-Gills	0.313	DU1
DU_SG	0.687	DU	Stom-Gills	0.313	DU1
DU_SG	0.68775	DU	Stom-Gills	0.31225	DU1
DU_SG	0.6885	DU	Stom-Gills	0.3115	DU1
DU_SG	0.69075	DU	Stom-Gills	0.30925	DU1
DU_SG	0.69075	DU	Stom-Gills	0.30925	DU1
DU_SG	0.6915	DU	Stom-Gills	0.3085	DU1
DU_SG	0.6915	DU	Stom-Gills	0.3085	DU1
DU_SG	0.693	DU	Stom-Gills	0.307	DU1
DU_SG	0.693	DU	Stom-Gills	0.307	DU1
DU_SG	0.69375	DU	Stom-Gills	0.30625	DU1
DU_SG	0.69375	DU	Stom-Gills	0.30625	DU1
DU_SG	0.6945	DU	Stom-Gills	0.3055	DU1
DU_SG	0.696	DU	Stom-Gills	0.304	DU1
DU_SG	0.696	DU	Stom-Gills	0.304	DU1
DU_SG	0.696	DU	Stom-Gills	0.304	DU1
DU_SG	0.696	DU	Stom-Gills	0.304	DU1
DU_SG	0.696	DU	Stom-Gills	0.304	DU1
DU_SG	0.69675	DU	Stom-Gills	0.30325	DU1
DU_SG	0.69675	DU	Stom-Gills	0.30325	DU1
DU_SG	0.6975	DU	Stom-Gills	0.3025	DU1
DU_SG	0.6975	DU	Stom-Gills	0.3025	DU1
DU_SG	0.6975	DU	Stom-Gills	0.3025	DU1
DU_SG	0.69825	DU	Stom-Gills	0.30175	DU1
DU_SG	0.69825	DU	Stom-Gills	0.30175	DU1
DU_SG	0.69975	DU	Stom-Gills	0.30025	DU1
DU_SG	0.7005	DU	Stom-Gills	0.2995	DU1
DU_SG	0.702	DU	Stom-Gills	0.298	DU1
DU_SG	0.7035	DU	Stom-Gills	0.2965	DU1
DU_SG	0.70425	DU	Stom-Gills	0.29575	DU1
DU_SG	0.70425	DU	Stom-Gills	0.29575	DU1
DU_SG	0.705	DU	Stom-Gills	0.295	DU1
DU_SG	0.705	DU	Stom-Gills	0.295	DU1
DU_SG	0.705	DU	Stom-Gills	0.295	DU1
DU_SG	0.705	DU	Stom-Gills	0.295	DU1
DU_SG	0.70575	DU	Stom-Gills	0.29425	DU1
DU_SG	0.70725	DU	Stom-Gills	0.29275	DU1
DU_SG	0.70725	DU	Stom-Gills	0.29275	DU1
DU_SG	0.708	DU	Stom-Gills	0.292	DU1
DU_SG	0.708	DU	Stom-Gills	0.292	DU1
DU_SG	0.70875	DU	Stom-Gills	0.29125	DU1
DU_SG	0.70875	DU	Stom-Gills	0.29125	DU1
DU_SG	0.70875	DU	Stom-Gills	0.29125	DU1
DU_SG	0.7095	DU	Stom-Gills	0.2905	DU1
DU_SG	0.7095	DU	Stom-Gills	0.2905	DU1
DU_SG	0.71025	DU	Stom-Gills	0.28975	DU1
DU_SG	0.71025	DU	Stom-Gills	0.28975	DU1
DU_SG	0.71025	DU	Stom-Gills	0.28975	DU1
DU_SG	0.71025	DU	Stom-Gills	0.28975	DU1
DU_SG	0.711	DU	Stom-Gills	0.289	DU1
DU_SG	0.7125	DU	Stom-Gills	0.2875	DU1
DU_SG	0.7125	DU	Stom-Gills	0.2875	DU1
DU_SG	0.71475	DU	Stom-Gills	0.28525	DU1
DU_SG	0.7155	DU	Stom-Gills	0.2845	DU1
DU_SG	0.7155	DU	Stom-Gills	0.2845	DU1
DU_SG	0.717	DU	Stom-Gills	0.283	DU1
DU_SG	0.717	DU	Stom-Gills	0.283	DU2
DU_SG	0.717	DU	Stom-Gills	0.283	DU2
DU_SG	0.71775	DU	Stom-Gills	0.28225	DU2
DU_SG	0.71775	DU	Stom-Gills	0.28225	DU2
DU_SG	0.72	DU	Stom-Gills	0.28	DU2
DU_SG	0.72	DU	Stom-Gills	0.28	DU2
DU_SG	0.7215	DU	Stom-Gills	0.2785	DU2
DU_SG	0.7215	DU	Stom-Gills	0.2785	DU2
DU_SG	0.7215	DU	Stom-Gills	0.2785	DU2
DU_SG	0.72375	DU	Stom-Gills	0.27625	DU2
DU_SG	0.72375	DU	Stom-Gills	0.27625	DU2
DU_SG	0.7245	DU	Stom-Gills	0.2755	DU2
DU_SG	0.726	DU	Stom-Gills	0.274	DU2
DU_SG	0.726	DU	Stom-Gills	0.274	DU2
DU_SG	0.726	DU	Stom-Gills	0.274	DU2
DU_SG	0.726	DU	Stom-Gills	0.274	DU2
DU_SG	0.72675	DU	Stom-Gills	0.27325	DU2
DU_SG	0.7275	DU	Stom-Gills	0.2725	DU2
DU_SG	0.7275	DU	Stom-Gills	0.2725	DU2
DU_SG	0.72825	DU	Stom-Gills	0.27175	DU2
DU_SG	0.729	DU	Stom-Gills	0.271	DU2
DU_SG	0.729	DU	Stom-Gills	0.271	DU2
DU_SG	0.72975	DU	Stom-Gills	0.27025	DU2
DU_SG	0.72975	DU	Stom-Gills	0.27025	DU2
DU_SG	0.72975	DU	Stom-Gills	0.27025	DU2
DU_SG	0.973	DU	Stom-Gills	0.027	DU2
DU_SG	0.975	DU	Stom-Gills	0.025	DU2
DU_SG	0.975	DU	Stom-Gills	0.025	DU2
DU_SG	0.976	DU	Stom-Gills	0.024	DU2
DU_SG	0.976	DU	Stom-Gills	0.024	DU2
DU_SG	0.976	DU	Stom-Gills	0.024	DU2
DU_SG	0.976	DU	Stom-Gills	0.024	DU2
DU_SG	0.977	DU	Stom-Gills	0.023	DU2
DU_SG	0.977	DU	Stom-Gills	0.023	DU2
DU_SG	0.979	DU	Stom-Gills	0.021	DU2
DU_SG	0.686	DU	Stom-Gills	0.314	DU2
DU_SG	0.686	DU	Stom-Gills	0.314	DU2
DU_SG	0.6867	DU	Stom-Gills	0.3133	DU2
DU_SG	0.6874	DU	Stom-Gills	0.3126	DU2
DU_SG	0.6874	DU	Stom-Gills	0.3126	DU2
DU_SG	0.6902	DU	Stom-Gills	0.3098	DU2
DU_SG	0.6909	DU	Stom-Gills	0.3091	DU2
DU_SG	0.6909	DU	Stom-Gills	0.3091	DU2
DU_SG	0.6937	DU	Stom-Gills	0.3063	DU2
DU_SG	0.6937	DU	Stom-Gills	0.3063	DU2
DU_SG	0.6944	DU	Stom-Gills	0.3056	DU2
DU_SS	0.2513	DU	Stom-Stom	0.7487	DU1
DU_SS	0.2688	DU	Stom-Stom	0.7312	DU1
DU_SS	0.3052	DU	Stom-Stom	0.6948	DU1
DU_SS	0.3094	DU	Stom-Stom	0.6906	DU1
DU_SS	0.3122	DU	Stom-Stom	0.6878	DU1
DU_SS	0.3283	DU	Stom-Stom	0.6717	DU1
DU_SS	0.3423	DU	Stom-Stom	0.6577	DU1
DU_SS	0.3535	DU	Stom-Stom	0.6465	DU1
DU_SS	0.371	DU	Stom-Stom	0.629	DU1
DU_SS	0.3864	DU	Stom-Stom	0.6136	DU1
DU_SS	0.4249	DU	Stom-Stom	0.5751	DU1
DU_SS	0.4312	DU	Stom-Stom	0.5688	DU1
DU_SS	0.4382	DU	Stom-Stom	0.5618	DU1
DU_SS	0.4431	DU	Stom-Stom	0.5569	DU1
DU_SS	0.4438	DU	Stom-Stom	0.5562	DU1
DU_SS	0.4473	DU	Stom-Stom	0.5527	DU1
DU_SS	0.4494	DU	Stom-Stom	0.5506	DU1
DU_SS	0.4529	DU	Stom-Stom	0.5471	DU1
DU_SS	0.4571	DU	Stom-Stom	0.5429	DU1
DU_SS	0.4592	DU	Stom-Stom	0.5408	DU1
DU_SS	0.462	DU	Stom-Stom	0.538	DU1
DU_SS	0.4627	DU	Stom-Stom	0.5373	DU1
DU_SS	0.4641	DU	Stom-Stom	0.5359	DU1
DU_SS	0.4669	DU	Stom-Stom	0.5331	DU1
DU_SS	0.4683	DU	Stom-Stom	0.5317	DU1
DU_SS	0.4683	DU	Stom-Stom	0.5317	DU1
DU_SS	0.469	DU	Stom-Stom	0.531	DU1
DU_SS	0.469	DU	Stom-Stom	0.531	DU1
DU_SS	0.469	DU	Stom-Stom	0.531	DU1
DU_SS	0.4781	DU	Stom-Stom	0.5219	DU1
DU_SS	0.4865	DU	Stom-Stom	0.5135	DU1
DU_SS	0.4921	DU	Stom-Stom	0.5079	DU1
DU_SS	0.4928	DU	Stom-Stom	0.5072	DU1
DU_SS	0.4935	DU	Stom-Stom	0.5065	DU1
DU_SS	0.4963	DU	Stom-Stom	0.5037	DU1
DU_SS	0.4991	DU	Stom-Stom	0.5009	DU1
DU_SS	0.5047	DU	Stom-Stom	0.4953	DU1
DU_SS	0.5068	DU	Stom-Stom	0.4932	DU1
DU_SS	0.5075	DU	Stom-Stom	0.4925	DU1
DU_SS	0.5089	DU	Stom-Stom	0.4911	DU1
DU_SS	0.5124	DU	Stom-Stom	0.4876	DU1
DU_SS	0.5145	DU	Stom-Stom	0.4855	DU1
DU_SS	0.518	DU	Stom-Stom	0.482	DU1
DU_SS	0.5194	DU	Stom-Stom	0.4806	DU1
DU_SS	0.5208	DU	Stom-Stom	0.4792	DU1
DU_SS	0.5215	DU	Stom-Stom	0.4785	DU1
DU_SS	0.5215	DU	Stom-Stom	0.4785	DU1
DU_SS	0.5229	DU	Stom-Stom	0.4771	DU1
DU_SS	0.525	DU	Stom-Stom	0.475	DU1
DU_SS	0.5299	DU	Stom-Stom	0.4701	DU1
DU_SS	0.5313	DU	Stom-Stom	0.4687	DU1
DU_SS	0.5348	DU	Stom-Stom	0.4652	DU1
DU_SS	0.5397	DU	Stom-Stom	0.4603	DU1
DU_SS	0.5432	DU	Stom-Stom	0.4568	DU1
DU_SS	0.5453	DU	Stom-Stom	0.4547	DU1
DU_SS	0.5481	DU	Stom-Stom	0.4519	DU1
DU_SS	0.5488	DU	Stom-Stom	0.4512	DU1
DU_SS	0.553	DU	Stom-Stom	0.447	DU1
DU_SS	0.5558	DU	Stom-Stom	0.4442	DU1
DU_SS	0.5586	DU	Stom-Stom	0.4414	DU1
DU_SS	0.5593	DU	Stom-Stom	0.4407	DU1
DU_SS	0.56	DU	Stom-Stom	0.44	DU1
DU_SS	0.5607	DU	Stom-Stom	0.4393	DU1
DU_SS	0.5614	DU	Stom-Stom	0.4386	DU1
DU_SS	0.5628	DU	Stom-Stom	0.4372	DU1
DU_SS	0.5649	DU	Stom-Stom	0.4351	DU1
DU_SS	0.5656	DU	Stom-Stom	0.4344	DU1
DU_SS	0.567	DU	Stom-Stom	0.433	DU1
DU_SS	0.5684	DU	Stom-Stom	0.4316	DU1
DU_SS	0.5691	DU	Stom-Stom	0.4309	DU1
DU_SS	0.5698	DU	Stom-Stom	0.4302	DU1
DU_SS	0.5705	DU	Stom-Stom	0.4295	DU1
DU_SS	0.5705	DU	Stom-Stom	0.4295	DU1
DU_SS	0.5726	DU	Stom-Stom	0.4274	DU1
DU_SS	0.5754	DU	Stom-Stom	0.4246	DU1
DU_SS	0.5761	DU	Stom-Stom	0.4239	DU1
