variable	Diss	SITE	Habitats	Sim	Site
DU_SedSed	0.584	DU	Sed-Sed	0.416	DU2
DU_SedSed	0.584	DU	Sed-Sed	0.416	DU2
DU_SedSed	0.584	DU	Sed-Sed	0.416	DU2
DU_SedSed	0.584	DU	Sed-Sed	0.416	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.585	DU	Sed-Sed	0.415	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.586	DU	Sed-Sed	0.414	DU2
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU2
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU2
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU2
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU2
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU2
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU1
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU1
DU_SedSed	0.587	DU	Sed-Sed	0.413	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.588	DU	Sed-Sed	0.412	DU1
DU_SedSed	0.589	DU	Sed-Sed	0.411	DU1
DU_SedSed	0.589	DU	Sed-Sed	0.411	DU1
DU_SedSed	0.589	DU	Sed-Sed	0.411	DU1
DU_SedSed	0.589	DU	Sed-Sed	0.411	DU1
DU_SedSed	0.589	DU	Sed-Sed	0.411	DU1
DU_SedSed	0.589	DU	Sed-Sed	0.411	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.59	DU	Sed-Sed	0.41	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.591	DU	Sed-Sed	0.409	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.592	DU	Sed-Sed	0.408	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.593	DU	Sed-Sed	0.407	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.594	DU	Sed-Sed	0.406	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.595	DU	Sed-Sed	0.405	DU1
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.596	DU	Sed-Sed	0.404	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.597	DU	Sed-Sed	0.403	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.598	DU	Sed-Sed	0.402	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.599	DU	Sed-Sed	0.401	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.6	DU	Sed-Sed	0.4	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.601	DU	Sed-Sed	0.399	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.602	DU	Sed-Sed	0.398	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.603	DU	Sed-Sed	0.397	DU2
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU2
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU2
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU2
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.604	DU	Sed-Sed	0.396	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.605	DU	Sed-Sed	0.395	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.606	DU	Sed-Sed	0.394	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.607	DU	Sed-Sed	0.393	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.608	DU	Sed-Sed	0.392	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.609	DU	Sed-Sed	0.391	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU1
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU2
DU_SedSed	0.61	DU	Sed-Sed	0.39	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.611	DU	Sed-Sed	0.389	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.612	DU	Sed-Sed	0.388	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.613	DU	Sed-Sed	0.387	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.614	DU	Sed-Sed	0.386	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.615	DU	Sed-Sed	0.385	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.616	DU	Sed-Sed	0.384	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.617	DU	Sed-Sed	0.383	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.618	DU	Sed-Sed	0.382	DU2
DU_SedSed	0.619	DU	Sed-Sed	0.381	DU2
DU_SedSed	0.619	DU	Sed-Sed	0.381	DU2
DU_SedSed	0.619	DU	Sed-Sed	0.381	DU2
DU_SedSed	0.619	DU	Sed-Sed	0.381	DU2
DU_SedSed	0.619	DU	Sed-Sed	0.381	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.62	DU	Sed-Sed	0.38	DU2
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU2
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU2
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU2
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU1
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU1
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU1
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU1
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU1
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU1
DU_SedSed	0.621	DU	Sed-Sed	0.379	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.622	DU	Sed-Sed	0.378	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.623	DU	Sed-Sed	0.377	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
DU_SedSed	0.624	DU	Sed-Sed	0.376	DU1
