"","variable","value"
"11262","RI_SedW",NA
"11263","RI_SedW",NA
"11264","RI_SedW",NA
"11265","RI_SedW",NA
"11266","RI_SedW",NA
"11267","RI_SedW",NA
"11268","RI_SedW",NA
"11269","RI_SedW",NA
"11270","RI_SedW",NA
"11271","RI_SedW",NA
"11272","RI_SedW",NA
"11273","RI_SedW",NA
"11274","RI_SedW",NA
"11275","RI_SedW",NA
"11276","RI_SedW",NA
"11277","RI_SedW",NA
"11278","RI_SedW",NA
"11279","RI_SedW",NA
"11280","RI_SedW",NA
"11281","RI_SedW",NA
"11282","RI_SedW",NA
"11283","RI_SedW",NA
"11284","RI_SedW",NA
"11285","RI_SedW",NA
"11286","RI_SedW",NA
"11287","RI_SedW",NA
"11288","RI_SedW",NA
"11289","RI_SedW",NA
"11290","RI_SedW",NA
"11291","RI_SedW",NA
"11292","RI_SedW",NA
"11293","RI_SedW",NA
"11294","RI_SedW",NA
"11295","RI_SedW",NA
"11296","RI_SedW",NA
"11297","RI_SedW",NA
"11298","RI_SedW",NA
"11299","RI_SedW",NA
"11300","RI_SedW",NA
"11301","RI_SedW",NA
"11302","RI_SedW",NA
"11303","RI_SedW",NA
"11304","RI_SedW",NA
"11305","RI_SedW",NA
"11306","RI_SedW",NA
"11307","RI_SedW",NA
"11308","RI_SedW",NA
"11309","RI_SedW",NA
"11310","RI_SedW",NA
"11311","RI_SedW",NA
"11312","RI_SedW",NA
"11313","RI_SedW",NA
"11314","RI_SedW",NA
"11315","RI_SedW",NA
"11316","RI_SedW",NA
"11317","RI_SedW",NA
"11318","RI_SedW",NA
"11319","RI_SedW",NA
"11320","RI_SedW",NA
"11321","RI_SedW",NA
"11322","RI_SedW",NA
"11323","RI_SedW",NA
"11324","RI_SedW",NA
"11325","RI_SedW",NA
"11326","RI_SedW",NA
"11327","RI_SedW",NA
"11328","RI_SedW",NA
"11329","RI_SedW",NA
"11330","RI_SedW",NA
"11331","RI_SedW",NA
"11332","RI_SedW",NA
"11333","RI_SedW",NA
"11334","RI_SedW",NA
"11335","RI_SedW",NA
"11336","RI_SedW",NA
"11337","RI_SedW",NA
"11338","RI_SedW",NA
"11339","RI_SedW",NA
"11340","RI_SedW",NA
"11341","RI_SedW",NA
"11342","RI_SedW",NA
"11343","RI_SedW",NA
"11344","RI_SedW",NA
"11345","RI_SedW",NA
"11346","RI_SedW",NA
"11347","RI_SedW",NA
"11348","RI_SedW",NA
"11349","RI_SedW",NA
"11350","RI_SedW",NA
"11351","RI_SedW",NA
"11352","RI_SedW",NA
"11353","RI_SedW",NA
"11354","RI_SedW",NA
"11355","RI_SedW",NA
"11356","RI_SedW",NA
"11357","RI_SedW",NA
"11358","RI_SedW",NA
"11359","RI_SedW",NA
"11360","RI_SedW",NA
"11361","RI_SedW",NA
"11362","RI_SedW",NA
"11363","RI_SedW",NA
"11364","RI_SedW",NA
"11365","RI_SedW",NA
"11366","RI_SedW",NA
"11367","RI_SedW",NA
"11368","RI_SedW",NA
"11369","RI_SedW",NA
"11370","RI_SedW",NA
"11371","RI_SedW",NA
"11372","RI_SedW",NA
"11373","RI_SedW",NA
"11374","RI_SedW",NA
"11375","RI_SedW",NA
"11376","RI_SedW",NA
"11377","RI_SedW",NA
"11378","RI_SedW",NA
"11379","RI_SedW",NA
"11380","RI_SedW",NA
"11381","RI_SedW",NA
"11382","RI_SedW",NA
"11383","RI_SedW",NA
"11384","RI_SedW",NA
"11385","RI_SedW",NA
"11386","RI_SedW",NA
"11387","RI_SedW",NA
"11388","RI_SedW",NA
"11389","RI_SedW",NA
"11390","RI_SedW",NA
"11391","RI_SedW",NA
"11392","RI_SedW",NA
"11393","RI_SedW",NA
"11394","RI_SedW",NA
"11395","RI_SedW",NA
"11396","RI_SedW",NA
"11397","RI_SedW",NA
"11398","RI_SedW",NA
"11399","RI_SedW",NA
"11400","RI_SedW",NA
"11401","RI_SedW",NA
"11402","RI_SedW",NA
"11403","RI_SedW",NA
"11404","RI_SedW",NA
"11405","RI_SedW",NA
"11406","RI_SedW",NA
"11407","RI_SedW",NA
"11408","RI_SedW",NA
"11409","RI_SedW",NA
"11410","RI_SedW",NA
"11411","RI_SedW",NA
"11412","RI_SedW",NA
"11413","RI_SedW",NA
"11414","RI_SedW",NA
"11415","RI_SedW",NA
"11416","RI_SedW",NA
"11417","RI_SedW",NA
"11418","RI_SedW",NA
"11419","RI_SedW",NA
"11420","RI_SedW",NA
"11421","RI_SedW",NA
"11422","RI_SedW",NA
"11423","RI_SedW",NA
"11424","RI_SedW",NA
"11425","RI_SedW",NA
"11426","RI_SedW",NA
"11427","RI_SedW",NA
"11428","RI_SedW",NA
"11429","RI_SedW",NA
"11430","RI_SedW",NA
"11431","RI_SedW",NA
"11432","RI_SedW",NA
"11433","RI_SedW",NA
"11434","RI_SedW",NA
"11435","RI_SedW",NA
"11436","RI_SedW",NA
"11437","RI_SedW",NA
"11438","RI_SedW",NA
"11439","RI_SedW",NA
"11440","RI_SedW",NA
"11441","RI_SedW",NA
"11442","RI_SedW",NA
"11443","RI_SedW",NA
"11444","RI_SedW",NA
"11445","RI_SedW",NA
"11446","RI_SedW",NA
"11447","RI_SedW",NA
"11448","RI_SedW",NA
"11449","RI_SedW",NA
"11450","RI_SedW",NA
"11451","RI_SedW",NA
"11452","RI_SedW",NA
"11453","RI_SedW",NA
"11454","RI_SedW",NA
"11455","RI_SedW",NA
"11456","RI_SedW",NA
"11457","RI_SedW",NA
"11458","RI_SedW",NA
"11459","RI_SedW",NA
"11460","RI_SedW",NA
"11461","RI_SedW",NA
"11462","RI_SedW",NA
"11463","RI_SedW",NA
"11464","RI_SedW",NA
"11465","RI_SedW",NA
"11466","RI_SedW",NA
"11467","RI_SedW",NA
"11468","RI_SedW",NA
"11469","RI_SedW",NA
"11470","RI_SedW",NA
"11471","RI_SedW",NA
"11472","RI_SedW",NA
"11473","RI_SedW",NA
"11474","RI_SedW",NA
"11475","RI_SedW",NA
"11476","RI_SedW",NA
"11477","RI_SedW",NA
"11478","RI_SedW",NA
"11479","RI_SedW",NA
"11480","RI_SedW",NA
"11481","RI_SedW",NA
"11482","RI_SedW",NA
"11483","RI_SedW",NA
"11484","RI_SedW",NA
"11485","RI_SedW",NA
"11486","RI_SedW",NA
"11487","RI_SedW",NA
"11488","RI_SedW",NA
"11489","RI_SedW",NA
"11490","RI_SedW",NA
"11491","RI_SedW",NA
"11492","RI_SedW",NA
"11493","RI_SedW",NA
"11494","RI_SedW",NA
"11495","RI_SedW",NA
"11496","RI_SedW",NA
"11497","RI_SedW",NA
"11498","RI_SedW",NA
"11499","RI_SedW",NA
"11500","RI_SedW",NA
"11501","RI_SedW",NA
"11502","RI_SedW",NA
"11503","RI_SedW",NA
"11504","RI_SedW",NA
"11505","RI_SedW",NA
"11506","RI_SedW",NA
"11507","RI_SedW",NA
"11508","RI_SedW",NA
"11509","RI_SedW",NA
"11510","RI_SedW",NA
"11511","RI_SedW",NA
"11512","RI_SedW",NA
"11513","RI_SedW",NA
"11514","RI_SedW",NA
"11515","RI_SedW",NA
"11516","RI_SedW",NA
"11517","RI_SedW",NA
"11518","RI_SedW",NA
"11519","RI_SedW",NA
"11520","RI_SedW",NA
"11521","RI_SedW",NA
"11522","RI_SedW",NA
"11523","RI_SedW",NA
"11524","RI_SedW",NA
"11525","RI_SedW",NA
"11526","RI_SedW",NA
"11527","RI_SedW",NA
"11528","RI_SedW",NA
"11529","RI_SedW",NA
"11530","RI_SedW",NA
"11531","RI_SedW",NA
"11532","RI_SedW",NA
"11533","RI_SedW",NA
"11534","RI_SedW",NA
"11535","RI_SedW",NA
"11536","RI_SedW",NA
"11537","RI_SedW",NA
"11538","RI_SedW",NA
"11539","RI_SedW",NA
"11540","RI_SedW",NA
"11541","RI_SedW",NA
"11542","RI_SedW",NA
"11543","RI_SedW",NA
"11544","RI_SedW",NA
"11545","RI_SedW",NA
"11546","RI_SedW",NA
"11547","RI_SedW",NA
"11548","RI_SedW",NA
"11549","RI_SedW",NA
"11550","RI_SedW",NA
"11551","RI_SedW",NA
"11552","RI_SedW",NA
"11553","RI_SedW",NA
"11554","RI_SedW",NA
"11555","RI_SedW",NA
"11556","RI_SedW",NA
"11557","RI_SedW",NA
"11558","RI_SedW",NA
"11559","RI_SedW",NA
"11560","RI_SedW",NA
"11561","RI_SedW",NA
"11562","RI_SedW",NA
"11563","RI_SedW",NA
"11564","RI_SedW",NA
"11565","RI_SedW",NA
"11566","RI_SedW",NA
"11567","RI_SedW",NA
"11568","RI_SedW",NA
"11569","RI_SedW",NA
"11570","RI_SedW",NA
"11571","RI_SedW",NA
"11572","RI_SedW",NA
"11573","RI_SedW",NA
"11574","RI_SedW",NA
"11575","RI_SedW",NA
"11576","RI_SedW",NA
"11577","RI_SedW",NA
"11578","RI_SedW",NA
"11579","RI_SedW",NA
"11580","RI_SedW",NA
"11581","RI_SedW",NA
"11582","RI_SedW",NA
"11583","RI_SedW",NA
"11584","RI_SedW",NA
"11585","RI_SedW",NA
"11586","RI_SedW",NA
"11587","RI_SedW",NA
"11588","RI_SedW",NA
"11589","RI_SedW",NA
"11590","RI_SedW",NA
"11591","RI_SedW",NA
"11592","RI_SedW",NA
"11593","RI_SedW",NA
"11594","RI_SedW",NA
"11595","RI_SedW",NA
"11596","RI_SedW",NA
"11597","RI_SedW",NA
"11598","RI_SedW",NA
"11599","RI_SedW",NA
"11600","RI_SedW",NA
"11601","RI_SedW",NA
"11602","RI_SedW",NA
"11603","RI_SedW",NA
"11604","RI_SedW",NA
"11605","RI_SedW",NA
"11606","RI_SedW",NA
"11607","RI_SedW",NA
"11608","RI_SedW",NA
"11609","RI_SedW",NA
"11610","RI_SedW",NA
"11611","RI_SedW",NA
"11612","RI_SedW",NA
"11613","RI_SedW",NA
"11614","RI_SedW",NA
"11615","RI_SedW",NA
"11616","RI_SedW",NA
"11617","RI_SedW",NA
"11618","RI_SedW",NA
"11619","RI_SedW",NA
"11620","RI_SedW",NA
"11621","RI_SedW",NA
"11622","RI_SedW",NA
"11623","RI_SedW",NA
"11624","RI_SedW",NA
"11625","RI_SedW",NA
"11626","RI_SedW",NA
"11627","RI_SedW",NA
"11628","RI_SedW",NA
"11629","RI_SedW",NA
"11630","RI_SedW",NA
"11631","RI_SedW",NA
"11632","RI_SedW",NA
"11633","RI_SedW",NA
"11634","RI_SedW",NA
"11635","RI_SedW",NA
"11636","RI_SedW",NA
"11637","RI_SedW",NA
"11638","RI_SedW",NA
"11639","RI_SedW",NA
"11640","RI_SedW",NA
"11641","RI_SedW",NA
"11642","RI_SedW",NA
"11643","RI_SedW",NA
"11644","RI_SedW",NA
"11645","RI_SedW",NA
"11646","RI_SedW",NA
"11647","RI_SedW",NA
"11648","RI_SedW",NA
"11649","RI_SedW",NA
"11650","RI_SedW",NA
"11651","RI_SedW",NA
"11652","RI_SedW",NA
"11653","RI_SedW",NA
"11654","RI_SedW",NA
"11655","RI_SedW",NA
"11656","RI_SedW",NA
"11657","RI_SedW",NA
"11658","RI_SedW",NA
"11659","RI_SedW",NA
"11660","RI_SedW",NA
"11661","RI_SedW",NA
"11662","RI_SedW",NA
"11663","RI_SedW",NA
"11664","RI_SedW",NA
"11665","RI_SedW",NA
"11666","RI_SedW",NA
"11667","RI_SedW",NA
"11668","RI_SedW",NA
"11669","RI_SedW",NA
"11670","RI_SedW",NA
"11671","RI_SedW",NA
"11672","RI_SedW",NA
"11673","RI_SedW",NA
"11674","RI_SedW",NA
"11675","RI_SedW",NA
"11676","RI_SedW",NA
"11677","RI_SedW",NA
"11678","RI_SedW",NA
"11679","RI_SedW",NA
"11680","RI_SedW",NA
"11681","RI_SedW",NA
"11682","RI_SedW",NA
"11683","RI_SedW",NA
"11684","RI_SedW",NA
"11685","RI_SedW",NA
"11686","RI_SedW",NA
"11687","RI_SedW",NA
"11688","RI_SedW",NA
"11689","RI_SedW",NA
"11690","RI_SedW",NA
"11691","RI_SedW",NA
"11692","RI_SedW",NA
"11693","RI_SedW",NA
"11694","RI_SedW",NA
"11695","RI_SedW",NA
"11696","RI_SedW",NA
"11697","RI_SedW",NA
"11698","RI_SedW",NA
"11699","RI_SedW",NA
"11700","RI_SedW",NA
"11701","RI_SedW",NA
"11702","RI_SedW",NA
"11703","RI_SedW",NA
"11704","RI_SedW",NA
"11705","RI_SedW",NA
"11706","RI_SedW",NA
"11707","RI_SedW",NA
"11708","RI_SedW",NA
"11709","RI_SedW",NA
"11710","RI_SedW",NA
"11711","RI_SedW",NA
"11712","RI_SedW",NA
"11713","RI_SedW",NA
"11714","RI_SedW",NA
"11715","RI_SedW",NA
"11716","RI_SedW",NA
"11717","RI_SedW",NA
"11718","RI_SedW",NA
"11719","RI_SedW",NA
"11720","RI_SedW",NA
"11721","RI_SedW",NA
"11722","RI_SedW",NA
"11723","RI_SedW",NA
"11724","RI_SedW",NA
"11725","RI_SedW",NA
"11726","RI_SedW",NA
"11727","RI_SedW",NA
"11728","RI_SedW",NA
"11729","RI_SedW",NA
"11730","RI_SedW",NA
"11731","RI_SedW",NA
"11732","RI_SedW",NA
"11733","RI_SedW",NA
"11734","RI_SedW",NA
"11735","RI_SedW",NA
"11736","RI_SedW",NA
"11737","RI_SedW",NA
"11738","RI_SedW",NA
"11739","RI_SedW",NA
"11740","RI_SedW",NA
"11741","RI_SedW",NA
"11742","RI_SedW",NA
"11743","RI_SedW",NA
"11744","RI_SedW",NA
"11745","RI_SedW",NA
"11746","RI_SedW",NA
"11747","RI_SedW",NA
"11748","RI_SedW",NA
"11749","RI_SedW",NA
"11750","RI_SedW",NA
"11751","RI_SedW",NA
"11752","RI_SedW",NA
"11753","RI_SedW",NA
"11754","RI_SedW",NA
"11755","RI_SedW",NA
"11756","RI_SedW",NA
"11757","RI_SedW",NA
"11758","RI_SedW",NA
"11759","RI_SedW",NA
"11760","RI_SedW",NA
"11761","RI_SedW",NA
"11762","RI_SedW",NA
"11763","RI_SedW",NA
"11764","RI_SedW",NA
"11765","RI_SedW",NA
"11766","RI_SedW",NA
"11767","RI_SedW",NA
"11768","RI_SedW",NA
"11769","RI_SedW",NA
"11770","RI_SedW",NA
"11771","RI_SedW",NA
"11772","RI_SedW",NA
"11773","RI_SedW",NA
"11774","RI_SedW",NA
"11775","RI_SedW",NA
"11776","RI_SedW",NA
"11777","RI_SedW",NA
"11778","RI_SedW",NA
"11779","RI_SedW",NA
"11780","RI_SedW",NA
"11781","RI_SedW",NA
"11782","RI_SedW",NA
"11783","RI_SedW",NA
"11784","RI_SedW",NA
"11785","RI_SedW",NA
"11786","RI_SedW",NA
"11787","RI_SedW",NA
"11788","RI_SedW",NA
"11789","RI_SedW",NA
"11790","RI_SedW",NA
"11791","RI_SedW",NA
"11792","RI_SedW",NA
"11793","RI_SedW",NA
"11794","RI_SedW",NA
"11795","RI_SedW",NA
"11796","RI_SedW",NA
"11797","RI_SedW",NA
"11798","RI_SedW",NA
"11799","RI_SedW",NA
"11800","RI_SedW",NA
"11801","RI_SedW",NA
"11802","RI_SedW",NA
"11803","RI_SedW",NA
"11804","RI_SedW",NA
"11805","RI_SedW",NA
"11806","RI_SedW",NA
"11807","RI_SedW",NA
"11808","RI_SedW",NA
"11809","RI_SedW",NA
"11810","RI_SedW",NA
"11811","RI_SedW",NA
"11812","RI_SedW",NA
"11813","RI_SedW",NA
"11814","RI_SedW",NA
"11815","RI_SedW",NA
"11816","RI_SedW",NA
"11817","RI_SedW",NA
"11818","RI_SedW",NA
"11819","RI_SedW",NA
"11820","RI_SedW",NA
"11821","RI_SedW",NA
"11822","RI_SedW",NA
"11823","RI_SedW",NA
"11824","RI_SedW",NA
"11825","RI_SedW",NA
"11826","RI_SedW",NA
"11827","RI_SedW",NA
"11828","RI_SedW",NA
"11829","RI_SedW",NA
"11830","RI_SedW",NA
"11831","RI_SedW",NA
"11832","RI_SedW",NA
"11833","RI_SedW",NA
"11834","RI_SedW",NA
"11835","RI_SedW",NA
"11836","RI_SedW",NA
"11837","RI_SedW",NA
"11838","RI_SedW",NA
"11839","RI_SedW",NA
"11840","RI_SedW",NA
"11841","RI_SedW",NA
"11842","RI_SedW",NA
"11843","RI_SedW",NA
"11844","RI_SedW",NA
"11845","RI_SedW",NA
"11846","RI_SedW",NA
"11847","RI_SedW",NA
"11848","RI_SedW",NA
"11849","RI_SedW",NA
"11850","RI_SedW",NA
"11851","RI_SedW",NA
"11852","RI_SedW",NA
"11853","RI_SedW",NA
"11854","RI_SedW",NA
"11855","RI_SedW",NA
"11856","RI_SedW",NA
"11857","RI_SedW",NA
"11858","RI_SedW",NA
"11859","RI_SedW",NA
"11860","RI_SedW",NA
"11861","RI_SedW",NA
"11862","RI_SedW",NA
"11863","RI_SedW",NA
"11864","RI_SedW",NA
"11865","RI_SedW",NA
"11866","RI_SedW",NA
"11867","RI_SedW",NA
"11868","RI_SedW",NA
"11869","RI_SedW",NA
"11870","RI_SedW",NA
"11871","RI_SedW",NA
"11872","RI_SedW",NA
"11873","RI_SedW",NA
"11874","RI_SedW",NA
"11875","RI_SedW",NA
"11876","RI_SedW",NA
"11877","RI_SedW",NA
"11878","RI_SedW",NA
"11879","RI_SedW",NA
"11880","RI_SedW",NA
"11881","RI_SedW",NA
"11882","RI_SedW",NA
"11883","RI_SedW",NA
"11884","RI_SedW",NA
"11885","RI_SedW",NA
"11886","RI_SedW",NA
"11887","RI_SedW",NA
"11888","RI_SedW",NA
"11889","RI_SedW",NA
"11890","RI_SedW",NA
"11891","RI_SedW",NA
"11892","RI_SedW",NA
"11893","RI_SedW",NA
"11894","RI_SedW",NA
"11895","RI_SedW",NA
"11896","RI_SedW",NA
"11897","RI_SedW",NA
"11898","RI_SedW",NA
"11899","RI_SedW",NA
"11900","RI_SedW",NA
"11901","RI_SedW",NA
"11902","RI_SedW",NA
"11903","RI_SedW",NA
"11904","RI_SedW",NA
"11905","RI_SedW",NA
"11906","RI_SedW",NA
"11907","RI_SedW",NA
"11908","RI_SedW",NA
"11909","RI_SedW",NA
"11910","RI_SedW",NA
"11911","RI_SedW",NA
"11912","RI_SedW",NA
"11913","RI_SedW",NA
"11914","RI_SedW",NA
"11915","RI_SedW",NA
"11916","RI_SedW",NA
"11917","RI_SedW",NA
"11918","RI_SedW",NA
"11919","RI_SedW",NA
"11920","RI_SedW",NA
"11921","RI_SedW",NA
"11922","RI_SedW",NA
"11923","RI_SedW",NA
"11924","RI_SedW",NA
"11925","RI_SedW",NA
"11926","RI_SedW",NA
"11927","RI_SedW",NA
"11928","RI_SedW",NA
"11929","RI_SedW",NA
"11930","RI_SedW",NA
"11931","RI_SedW",NA
"11932","RI_SedW",NA
"11933","RI_SedW",NA
"11934","RI_SedW",NA
"11935","RI_SedW",NA
"11936","RI_SedW",NA
"11937","RI_SedW",NA
"11938","RI_SedW",NA
"11939","RI_SedW",NA
"11940","RI_SedW",NA
"11941","RI_SedW",NA
"11942","RI_SedW",NA
"11943","RI_SedW",NA
"11944","RI_SedW",NA
"11945","RI_SedW",NA
"11946","RI_SedW",NA
"11947","RI_SedW",NA
"11948","RI_SedW",NA
"11949","RI_SedW",NA
"11950","RI_SedW",NA
"11951","RI_SedW",NA
"11952","RI_SedW",NA
"11953","RI_SedW",NA
"11954","RI_SedW",NA
"11955","RI_SedW",NA
"11956","RI_SedW",NA
"11957","RI_SedW",NA
"11958","RI_SedW",NA
"11959","RI_SedW",NA
"11960","RI_SedW",NA
"11961","RI_SedW",NA
"11962","RI_SedW",NA
"11963","RI_SedW",NA
"11964","RI_SedW",NA
"11965","RI_SedW",NA
"11966","RI_SedW",NA
"11967","RI_SedW",NA
"11968","RI_SedW",NA
"11969","RI_SedW",NA
"11970","RI_SedW",NA
"11971","RI_SedW",NA
"11972","RI_SedW",NA
"11973","RI_SedW",NA
"11974","RI_SedW",NA
"11975","RI_SedW",NA
"11976","RI_SedW",NA
"11977","RI_SedW",NA
"11978","RI_SedW",NA
"11979","RI_SedW",NA
"11980","RI_SedW",NA
"11981","RI_SedW",NA
"11982","RI_SedW",NA
"11983","RI_SedW",NA
"11984","RI_SedW",NA
"11985","RI_SedW",NA
"11986","RI_SedW",NA
"11987","RI_SedW",NA
"11988","RI_SedW",NA
"11989","RI_SedW",NA
"11990","RI_SedW",NA
"11991","RI_SedW",NA
"11992","RI_SedW",NA
"11993","RI_SedW",NA
"11994","RI_SedW",NA
"11995","RI_SedW",NA
"11996","RI_SedW",NA
"11997","RI_SedW",NA
"11998","RI_SedW",NA
"11999","RI_SedW",NA
"12000","RI_SedW",NA
"12001","RI_SedW",NA
"12002","RI_SedW",NA
"12003","RI_SedW",NA
"12004","RI_SedW",NA
"12005","RI_SedW",NA
"12006","RI_SedW",NA
"12007","RI_SedW",NA
"12008","RI_SedW",NA
"12009","RI_SedW",NA
"12010","RI_SedW",NA
"12011","RI_SedW",NA
"12012","RI_SedW",NA
"12013","RI_SedW",NA
"12014","RI_SedW",NA
"12015","RI_SedW",NA
"12016","RI_SedW",NA
"12017","RI_SedW",NA
"12018","RI_SedW",NA
"12019","RI_SedW",NA
"12020","RI_SedW",NA
"12021","RI_SedW",NA
"12022","RI_SedW",NA
"12023","RI_SedW",NA
"12024","RI_SedW",NA
"12025","RI_SedW",NA
"12026","RI_SedW",NA
"12027","RI_SedW",NA
"12028","RI_SedW",NA
"12029","RI_SedW",NA
"12030","RI_SedW",NA
"12031","RI_SedW",NA
"12032","RI_SedW",NA
"12033","RI_SedW",NA
"12034","RI_SedW",NA
"12035","RI_SedW",NA
"12036","RI_SedW",NA
"12037","RI_SedW",NA
"12038","RI_SedW",NA
"12039","RI_SedW",NA
"12040","RI_SedW",NA
"12041","RI_SedW",NA
"12042","RI_SedW",NA
"12043","RI_SedW",NA
"12044","RI_SedW",NA
"12045","RI_SedW",NA
"12046","RI_SedW",NA
"12047","RI_SedW",NA
"12048","RI_SedW",NA
"12049","RI_SedW",NA
"12050","RI_SedW",NA
"12051","RI_SedW",NA
"12052","RI_SedW",NA
"12053","RI_SedW",NA
"12054","RI_SedW",NA
"12055","RI_SedW",NA
"12056","RI_SedW",NA
"12057","RI_SedW",NA
"12058","RI_SedW",NA
"12059","RI_SedW",NA
"12060","RI_SedW",NA
"12061","RI_SedW",NA
"12062","RI_SedW",NA
"12063","RI_SedW",NA
"12064","RI_SedW",NA
"12065","RI_SedW",NA
"12066","RI_SedW",NA
"12067","RI_SedW",NA
"12068","RI_SedW",NA
"12069","RI_SedW",NA
"12070","RI_SedW",NA
"12071","RI_SedW",NA
"12072","RI_SedW",NA
"12073","RI_SedW",NA
"12074","RI_SedW",NA
"12075","RI_SedW",NA
"12076","RI_SedW",NA
"12077","RI_SedW",NA
"12078","RI_SedW",NA
"12079","RI_SedW",NA
"12080","RI_SedW",NA
"12081","RI_SedW",NA
"12082","RI_SedW",NA
"12083","RI_SedW",NA
"12084","RI_SedW",NA
"12085","RI_SedW",NA
"12086","RI_SedW",NA
"12087","RI_SedW",NA
"12088","RI_SedW",NA
"12089","RI_SedW",NA
"12090","RI_SedW",NA
"12091","RI_SedW",NA
"12092","RI_SedW",NA
"12093","RI_SedW",NA
"12094","RI_SedW",NA
"12095","RI_SedW",NA
"12096","RI_SedW",NA
"12097","RI_SedW",NA
"12098","RI_SedW",NA
"12099","RI_SedW",NA
"12100","RI_SedW",NA
"12101","RI_SedW",NA
"12102","RI_SedW",NA
"12103","RI_SedW",NA
"12104","RI_SedW",NA
"12105","RI_SedW",NA
"12106","RI_SedW",NA
"12107","RI_SedW",NA
"12108","RI_SedW",NA
"12109","RI_SedW",NA
"12110","RI_SedW",NA
"12111","RI_SedW",NA
"12112","RI_SedW",NA
"12113","RI_SedW",NA
"12114","RI_SedW",NA
"12115","RI_SedW",NA
"12116","RI_SedW",NA
"12117","RI_SedW",NA
"12118","RI_SedW",NA
"12119","RI_SedW",NA
"12120","RI_SedW",NA
"12121","RI_SedW",NA
"12122","RI_SedW",NA
"12123","RI_SedW",NA
"12124","RI_SedW",NA
"12125","RI_SedW",NA
"12126","RI_SedW",NA
"12127","RI_SedW",NA
"12128","RI_SedW",NA
"12129","RI_SedW",NA
"12130","RI_SedW",NA
"12131","RI_SedW",NA
"12132","RI_SedW",NA
"12133","RI_SedW",NA
"12134","RI_SedW",NA
"12135","RI_SedW",NA
"12136","RI_SedW",NA
"12137","RI_SedW",NA
"12138","RI_SedW",NA
"12139","RI_SedW",NA
"12140","RI_SedW",NA
"12141","RI_SedW",NA
"12142","RI_SedW",NA
"12143","RI_SedW",NA
"12144","RI_SedW",NA
"12145","RI_SedW",NA
"12146","RI_SedW",NA
"12147","RI_SedW",NA
"12148","RI_SedW",NA
"12149","RI_SedW",NA
"12150","RI_SedW",NA
"12151","RI_SedW",NA
"12152","RI_SedW",NA
"12153","RI_SedW",NA
"12154","RI_SedW",NA
"12155","RI_SedW",NA
"12156","RI_SedW",NA
"12157","RI_SedW",NA
"12158","RI_SedW",NA
"12159","RI_SedW",NA
"12160","RI_SedW",NA
"12161","RI_SedW",NA
"12162","RI_SedW",NA
"12163","RI_SedW",NA
"12164","RI_SedW",NA
"12165","RI_SedW",NA
"12166","RI_SedW",NA
"12167","RI_SedW",NA
"12168","RI_SedW",NA
"12169","RI_SedW",NA
"12170","RI_SedW",NA
"12171","RI_SedW",NA
"12172","RI_SedW",NA
"12173","RI_SedW",NA
"12174","RI_SedW",NA
"12175","RI_SedW",NA
"12176","RI_SedW",NA
"12177","RI_SedW",NA
"12178","RI_SedW",NA
"12179","RI_SedW",NA
"12180","RI_SedW",NA
"12181","RI_SedW",NA
"12182","RI_SedW",NA
"12183","RI_SedW",NA
"12184","RI_SedW",NA
"12185","RI_SedW",NA
"12186","RI_SedW",NA
"12187","RI_SedW",NA
"12188","RI_SedW",NA
"12189","RI_SedW",NA
"12190","RI_SedW",NA
"12191","RI_SedW",NA
"12192","RI_SedW",NA
"12193","RI_SedW",NA
"12194","RI_SedW",NA
"12195","RI_SedW",NA
"12196","RI_SedW",NA
"12197","RI_SedW",NA
"12198","RI_SedW",NA
"12199","RI_SedW",NA
"12200","RI_SedW",NA
"12201","RI_SedW",NA
"12202","RI_SedW",NA
"12203","RI_SedW",NA
"12204","RI_SedW",NA
"12205","RI_SedW",NA
"12206","RI_SedW",NA
"12207","RI_SedW",NA
"12208","RI_SedW",NA
"12209","RI_SedW",NA
"12210","RI_SedW",NA
"12211","RI_SedW",NA
"12212","RI_SedW",NA
"12213","RI_SedW",NA
"12214","RI_SedW",NA
"12215","RI_SedW",NA
"12216","RI_SedW",NA
"12217","RI_SedW",NA
"12218","RI_SedW",NA
"12219","RI_SedW",NA
"12220","RI_SedW",NA
"12221","RI_SedW",NA
"12222","RI_SedW",NA
"12223","RI_SedW",NA
"12224","RI_SedW",NA
"12225","RI_SedW",NA
"12226","RI_SedW",NA
"12227","RI_SedW",NA
"12228","RI_SedW",NA
"12229","RI_SedW",NA
"12230","RI_SedW",NA
"12231","RI_SedW",NA
"12232","RI_SedW",NA
"12233","RI_SedW",NA
"12234","RI_SedW",NA
"12235","RI_SedW",NA
"12236","RI_SedW",NA
"12237","RI_SedW",NA
"12238","RI_SedW",NA
"12239","RI_SedW",NA
"12240","RI_SedW",NA
"12241","RI_SedW",NA
"12242","RI_SedW",NA
"12243","RI_SedW",NA
"12244","RI_SedW",NA
"12245","RI_SedW",NA
"12246","RI_SedW",NA
"12247","RI_SedW",NA
"12248","RI_SedW",NA
"12249","RI_SedW",NA
"12250","RI_SedW",NA
"12251","DU_SS",0.67
"12252","DU_SS",0.66
"12253","DU_SS",0.633
"12254","DU_SS",0.634
"12255","DU_SS",0.53
"12256","DU_SS",0.639
"12257","DU_SS",0.626
"12258","DU_SS",0.812
"12259","DU_SS",0.713
"12260","DU_SS",0.721
